experiment,generator,scorer,N,selected_score_mean,selected_imagined_score_mean,selected_real_utility_mean,oracle_real_utility_mean,generated_future_diversity,upper_tail_rank_correlation,imagined_real_tail_gap,oracle_gap,exact_law_prediction_error,high_n_regret,selected_real_utility_ci95,selected_imagined_score_ci95,deployment_gate,gate_reason,denoising_steps,runtime_units
denoising_vs_selection,optimistic,raw,1,0.6177185269577118,0.6177185269577118,-0.0154677796478305,-0.0154677796478305,0.0,0.0,0.6331863066055424,0.0,0.543944389529031,0.0,0.0836508044409622,0.0920990778166206,collect_pilot_labels,pilot_labels_needed,2,96
denoising_vs_selection,optimistic,raw,2,0.8856467739678919,0.8856467739678919,0.2309788120910525,0.2590480139479041,0.718230750846366,0.0,0.6546679618768394,0.0280692018568515,0.4067624542205061,0.0,0.1650246899743072,0.0648483519643831,collect_pilot_labels,pilot_labels_needed,2,192
denoising_vs_selection,optimistic,raw,4,1.0870239629099765,1.0870239629099765,0.5341912552248687,0.6758139980956912,0.7820839773863553,0.0,0.552832707685108,0.1416227428708225,0.3142338297878175,0.0,0.1295867584494077,0.0482800653251179,collect_pilot_labels,pilot_labels_needed,2,384
denoising_vs_selection,optimistic,raw,8,1.180195723970731,1.180195723970731,0.5525790129322559,0.846876058029011,0.8094744879752399,0.0416666666666666,0.5747005930558468,0.294297045096755,0.2615236288566226,0.0559332886089881,0.1106687364458016,0.0194875557162617,collect_pilot_labels,pilot_labels_needed,2,768
denoising_vs_selection,optimistic,raw,16,1.3002864172061284,1.3002864172061284,0.6666563575466474,0.9570950944519914,0.7813408178587756,0.1720493521505134,0.5620376376318745,0.2904387369053438,0.200668484234613,0.0013719319055477,0.0669222471918931,0.0230731528125843,collect_pilot_labels,pilot_labels_needed,2,1536
denoising_vs_selection,optimistic,raw,32,1.3698919763167698,1.3698919763167698,0.6000211415812373,0.9882803257011498,0.7712450928986071,0.2100820095912964,0.6170416059467243,0.3882591841199124,0.1431176187549614,0.0838499177868167,0.1270291265810883,0.0210439321497489,collect_pilot_labels,pilot_labels_needed,2,3072
denoising_vs_selection,optimistic,raw,64,1.4216854001084962,1.4216854001084962,0.5721925534307957,1.0333958587919672,0.7731938769419987,0.1583928625253286,0.6395521283581426,0.4612033053611715,0.0764420258338466,0.1124846239884694,0.1253244485017273,0.0375758245848521,collect_pilot_labels,pilot_labels_needed,2,6144
denoising_vs_selection,optimistic,raw,1,0.6141499916945273,0.6141499916945273,-0.0154677796478305,-0.0154677796478305,0.0,0.0,0.629617771342358,0.0,0.543944389529031,0.0,0.0836508044409622,0.0857961945003905,collect_pilot_labels,pilot_labels_needed,4,192
denoising_vs_selection,optimistic,raw,2,0.8811755886611838,0.8811755886611838,0.2309788120910525,0.2590480139479041,0.7046584705511728,0.0,0.6501967765701313,0.0280692018568515,0.4052763703954118,0.0,0.1650246899743072,0.0670728819157598,collect_pilot_labels,pilot_labels_needed,4,384
denoising_vs_selection,optimistic,raw,4,1.0908332287023463,1.0908332287023463,0.5344087786506861,0.6758139980956912,0.7678658025339246,0.0,0.5564244500516604,0.141405219445005,0.3081879930250375,0.0,0.1295178993630442,0.0487066197054848,collect_pilot_labels,pilot_labels_needed,4,768
denoising_vs_selection,optimistic,raw,8,1.1805789719025293,1.1805789719025293,0.5429166082758456,0.846876058029011,0.7936269819736481,0.0208333333333333,0.5495021893099571,0.3039594497531652,0.2417608109848563,0.0361521417895952,0.0785291848419391,0.0211666860834777,collect_pilot_labels,pilot_labels_needed,4,1536
denoising_vs_selection,optimistic,raw,16,1.2952717095613475,1.2952717095613475,0.6987081576759617,0.9570950944519914,0.7641830955942472,0.2326571764159651,0.5499100287173253,0.2583869367760296,0.1881563613188179,0.0,0.0711891080451621,0.026150367001892,collect_pilot_labels,pilot_labels_needed,4,3072
denoising_vs_selection,optimistic,raw,32,1.358555925389131,1.358555925389131,0.6280691769594948,0.9882803257011498,0.7541739736994106,0.2454882188975662,0.6011882246578656,0.360211148741655,0.1820620042336571,0.0706389807164669,0.0767531089049147,0.0259496718112039,collect_pilot_labels,pilot_labels_needed,4,6144
denoising_vs_selection,optimistic,raw,64,1.4013404473662376,1.4013404473662376,0.5700049474835396,1.0333958587919672,0.7565636371572813,0.2338494409778665,0.6194681319733112,0.4633909113084276,0.079274761180511,0.1345977966363231,0.14649942295248,0.0300674486917718,collect_pilot_labels,pilot_labels_needed,4,12288
denoising_vs_selection,optimistic,raw,1,0.6103403387047971,0.6103403387047971,-0.0154677796478305,-0.0154677796478305,0.0,0.0,0.6258081183526276,0.0,0.543944389529031,0.0,0.0836508044409622,0.0816984224062315,collect_pilot_labels,pilot_labels_needed,8,384
denoising_vs_selection,optimistic,raw,2,0.8764064335264266,0.8764064335264266,0.2337115571523706,0.2590480139479041,0.6964112876914441,0.0,0.642694876374056,0.0253364567955334,0.406877843695006,0.0,0.1599031604155289,0.0691828109150061,collect_pilot_labels,pilot_labels_needed,8,768
denoising_vs_selection,optimistic,raw,4,1.0916204520811637,1.0916204520811637,0.5468608051693687,0.6758139980956912,0.760422536234061,0.0,0.544759646911795,0.1289531929263224,0.3046468010511702,0.0,0.117321678381338,0.0465635355072025,collect_pilot_labels,pilot_labels_needed,8,1536
denoising_vs_selection,optimistic,raw,8,1.1806522061427434,1.1806522061427434,0.5598621827084571,0.846876058029011,0.7847090778251491,0.1041666666666666,0.5518225883133709,0.2870138753205538,0.2361361280542606,0.0359159155438343,0.0839796775084858,0.0213264728235984,collect_pilot_labels,pilot_labels_needed,8,3072
denoising_vs_selection,optimistic,raw,16,1.288252015908559,1.288252015908559,0.7205758284156522,0.9570950944519914,0.7548324008782706,0.2510690979572809,0.5575866833678447,0.2365192660363391,0.1977634197510141,0.0122222416102886,0.1125722697525195,0.0274167576744064,collect_pilot_labels,pilot_labels_needed,8,6144
denoising_vs_selection,optimistic,raw,32,1.3449150646726291,1.3449150646726291,0.6609027388816079,0.9882803257011498,0.7450482728580633,0.2812894728231507,0.6000023067220658,0.3273775868195419,0.1777413916166181,0.0718953311443328,0.0507663950321772,0.022923023290817,collect_pilot_labels,pilot_labels_needed,8,12288
denoising_vs_selection,optimistic,raw,64,1.3892326255639391,1.3892326255639391,0.545994708314538,1.0333958587919672,0.7477855009337266,0.2781413463096354,0.6075164580712832,0.4874011504774292,0.0755892399161091,0.1868033617114027,0.1383661554417316,0.026902141395361,collect_pilot_labels,pilot_labels_needed,8,24576
denoising_vs_selection,optimistic,raw,1,0.6069523631207024,0.6069523631207024,-0.0154677796478305,-0.0154677796478305,0.0,0.0,0.622420142768533,0.0,0.543944389529031,0.0,0.0836508044409622,0.0788699732374467,collect_pilot_labels,pilot_labels_needed,16,768
denoising_vs_selection,optimistic,raw,2,0.8721005140493314,0.8721005140493314,0.2337115571523706,0.2590480139479041,0.691599663781623,0.0,0.6383889568969607,0.0253364567955334,0.4066324548202322,0.0,0.1599031604155289,0.0706585998964827,collect_pilot_labels,pilot_labels_needed,16,1536
denoising_vs_selection,optimistic,raw,4,1.0905803944915533,1.0905803944915533,0.548164644356196,0.6758139980956912,0.7565810019771259,0.0,0.5424157501353571,0.1276493537394951,0.3011596331369518,0.0,0.117479049387101,0.0436218680503369,collect_pilot_labels,pilot_labels_needed,16,3072
